City,State short,State full,County
"Birkach","BY","Bayern","Erlangen-Höchstadt"
"Buckenhofer Forst","BY","Bayern","Erlangen-Höchstadt"
"Dormitzer Forst","BY","Bayern","Erlangen-Höchstadt"
"Erlenstegener Forst","BY","Bayern","Erlangen-Höchstadt"
"Forst Tennenlohe","BY","Bayern","Erlangen-Höchstadt"
"Geschaidt","BY","Bayern","Erlangen-Höchstadt"
"Kalchreuther Forst","BY","Bayern","Erlangen-Höchstadt"
"Kraftshofer Forst","BY","Bayern","Erlangen-Höchstadt"
"Mark","BY","Bayern","Erlangen-Höchstadt"
"Neunhofer Forst","BY","Bayern","Erlangen-Höchstadt"
"Ammerndorf","BY","Bayern","Fürth"
"Cadolzburg","BY","Bayern","Fürth"
"Großhabersdorf","BY","Bayern","Fürth"
"Langenzenn","BY","Bayern","Fürth"
"Oberasbach","BY","Bayern","Fürth"
"Puschendorf","BY","Bayern","Fürth"
"Roßtal","BY","Bayern","Fürth"
"Stein","BY","Bayern","Fürth"
"Wilhermsdorf","BY","Bayern","Fürth"
"Zirndorf","BY","Bayern","Fürth"
"Seukendorf","BY","Bayern","Fürth"
"Veitsbronn","BY","Bayern","Fürth"
"Obermichelbach","BY","Bayern","Fürth"
"Tuchenbach","BY","Bayern","Fürth"
"Altdorf b.Nürnberg","BY","Bayern","Nürnberger Land"
"Burgthann","BY","Bayern","Nürnberger Land"
"Feucht","BY","Bayern","Nürnberger Land"
"Hersbruck","BY","Bayern","Nürnberger Land"
"Kirchensittenbach","BY","Bayern","Nürnberger Land"
"Lauf a.d.Pegnitz","BY","Bayern","Nürnberger Land"
"Leinburg","BY","Bayern","Nürnberger Land"
"Neuhaus a.d.Pegnitz","BY","Bayern","Nürnberger Land"
"Neunkirchen a.Sand","BY","Bayern","Nürnberger Land"
"Ottensoos","BY","Bayern","Nürnberger Land"
"Pommelsbrunn","BY","Bayern","Nürnberger Land"
"Reichenschwand","BY","Bayern","Nürnberger Land"
"Röthenbach a.d.Pegnitz","BY","Bayern","Nürnberger Land"
"Rückersdorf","BY","Bayern","Nürnberger Land"
"Schnaittach","BY","Bayern","Nürnberger Land"
"Schwaig b.Nürnberg","BY","Bayern","Nürnberger Land"
"Schwarzenbruck","BY","Bayern","Nürnberger Land"
"Simmelsdorf","BY","Bayern","Nürnberger Land"
"Winkelhaid","BY","Bayern","Nürnberger Land"
"Hartenstein","BY","Bayern","Nürnberger Land"
"Velden","BY","Bayern","Nürnberger Land"
"Vorra","BY","Bayern","Nürnberger Land"
"Alfeld","BY","Bayern","Nürnberger Land"
"Happurg","BY","Bayern","Nürnberger Land"
"Engelthal","BY","Bayern","Nürnberger Land"
"Henfenfeld","BY","Bayern","Nürnberger Land"
"Offenhausen","BY","Bayern","Nürnberger Land"
"Behringersdorfer Forst","BY","Bayern","Nürnberger Land"
"Brunn","BY","Bayern","Nürnberger Land"
"Engelthaler Forst","BY","Bayern","Nürnberger Land"
"Feuchter Forst","BY","Bayern","Nürnberger Land"
"Fischbach","BY","Bayern","Nürnberger Land"
"Forsthof","BY","Bayern","Nürnberger Land"
"Günthersbühler Forst","BY","Bayern","Nürnberger Land"
"Haimendorfer Forst","BY","Bayern","Nürnberger Land"
"Laufamholzer Forst","BY","Bayern","Nürnberger Land"
"Leinburg","BY","Bayern","Nürnberger Land"
"Rückersdorfer Forst","BY","Bayern","Nürnberger Land"
"Schönberg","BY","Bayern","Nürnberger Land"
"Winkelhaid","BY","Bayern","Nürnberger Land"
"Zerzabelshofer Forst","BY","Bayern","Nürnberger Land"
"Bad Windsheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Burghaslach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Dietersheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Emskirchen","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Ipsheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Markt Erlbach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Neustadt a.d.Aisch","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Obernzenn","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Langenfeld","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Markt Bibart","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Markt Taschendorf","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Oberscheinfeld","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Scheinfeld","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Sugenheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Ergersheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Gollhofen","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Hemmersheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Ippesheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Markt Nordheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Oberickelsheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Simmershofen","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Uffenheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Weigenheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Hagenbüchach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Wilhelmsdorf","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Baudenbach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Diespeck","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Gutenstetten","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Münchsteinach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Dachsbach","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Gerhardshofen","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Uehlfeld","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Burgbernheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Gallmersgarten","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Illesheim","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Marktbergel","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Neuhof a.d.Zenn","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Trautskirchen","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Osing","BY","Bayern","Neustadt a.d.Aisch-Bad Windsheim"
"Abenberg","BY","Bayern","Roth"
"Allersberg","BY","Bayern","Roth"
"Büchenbach","BY","Bayern","Roth"
"Georgensgmünd","BY","Bayern","Roth"
"Greding","BY","Bayern","Roth"
"Heideck","BY","Bayern","Roth"
"Hilpoltstein","BY","Bayern","Roth"
"Kammerstein","BY","Bayern","Roth"
"Schwanstetten","BY","Bayern","Roth"
"Rednitzhembach","BY","Bayern","Roth"
"Röttenbach","BY","Bayern","Roth"
"Rohr","BY","Bayern","Roth"
"Roth","BY","Bayern","Roth"
"Spalt","BY","Bayern","Roth"
"Thalmässing","BY","Bayern","Roth"
"Wendelstein","BY","Bayern","Roth"
"Abenberger Wald","BY","Bayern","Roth"
"Dechenwald","BY","Bayern","Roth"
"Forst Kleinschwarzenlohe","BY","Bayern","Roth"
"Heidenberg","BY","Bayern","Roth"
"Soos","BY","Bayern","Roth"
"Muhr a.See","BY","Bayern","Weißenburg-Gunzenhausen"
"Gunzenhausen","BY","Bayern","Weißenburg-Gunzenhausen"
"Langenaltheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Pappenheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Pleinfeld","BY","Bayern","Weißenburg-Gunzenhausen"
"Polsingen","BY","Bayern","Weißenburg-Gunzenhausen"
"Solnhofen","BY","Bayern","Weißenburg-Gunzenhausen"
"Treuchtlingen","BY","Bayern","Weißenburg-Gunzenhausen"
"Weißenburg i.Bay.","BY","Bayern","Weißenburg-Gunzenhausen"
"Absberg","BY","Bayern","Weißenburg-Gunzenhausen"
"Haundorf","BY","Bayern","Weißenburg-Gunzenhausen"
"Pfofeld","BY","Bayern","Weißenburg-Gunzenhausen"
"Theilenhofen","BY","Bayern","Weißenburg-Gunzenhausen"
"Alesheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Dittenheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Markt Berolzheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Meinheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Ellingen","BY","Bayern","Weißenburg-Gunzenhausen"
"Ettenstatt","BY","Bayern","Weißenburg-Gunzenhausen"
"Höttingen","BY","Bayern","Weißenburg-Gunzenhausen"
"Bergen","BY","Bayern","Weißenburg-Gunzenhausen"
"Burgsalach","BY","Bayern","Weißenburg-Gunzenhausen"
"Nennslingen","BY","Bayern","Weißenburg-Gunzenhausen"
"Raitenbuch","BY","Bayern","Weißenburg-Gunzenhausen"
"Gnotzheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Heidenheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Westheim","BY","Bayern","Weißenburg-Gunzenhausen"
"Aschaffenburg","BY","Bayern","Aschaffenburg"
"Schweinfurt","BY","Bayern","Schweinfurt"
"Würzburg","BY","Bayern","Würzburg"
"Alzenau","BY","Bayern","Aschaffenburg"
"Bessenbach","BY","Bayern","Aschaffenburg"
"Karlstein a.Main","BY","Bayern","Aschaffenburg"
"Geiselbach","BY","Bayern","Aschaffenburg"
"Glattbach","BY","Bayern","Aschaffenburg"
"Goldbach","BY","Bayern","Aschaffenburg"
"Großostheim","BY","Bayern","Aschaffenburg"
"Haibach","BY","Bayern","Aschaffenburg"
"Hösbach","BY","Bayern","Aschaffenburg"
"Johannesberg","BY","Bayern","Aschaffenburg"
"Kahl a.Main","BY","Bayern","Aschaffenburg"
"Kleinostheim","BY","Bayern","Aschaffenburg"
"Laufach","BY","Bayern","Aschaffenburg"
"Mainaschaff","BY","Bayern","Aschaffenburg"
"Mömbris","BY","Bayern","Aschaffenburg"
"Rothenbuch","BY","Bayern","Aschaffenburg"
"Sailauf","BY","Bayern","Aschaffenburg"
"Stockstadt a.Main","BY","Bayern","Aschaffenburg"
"Waldaschaff","BY","Bayern","Aschaffenburg"
"Weibersbrunn","BY","Bayern","Aschaffenburg"
"Heigenbrücken","BY","Bayern","Aschaffenburg"
"Heinrichsthal","BY","Bayern","Aschaffenburg"
"Heimbuchenthal","BY","Bayern","Aschaffenburg"
"Mespelbrunn","BY","Bayern","Aschaffenburg"
"Dammbach","BY","Bayern","Aschaffenburg"
"Blankenbach","BY","Bayern","Aschaffenburg"
"Kleinkahl","BY","Bayern","Aschaffenburg"
"Krombach","BY","Bayern","Aschaffenburg"
"Schöllkrippen","BY","Bayern","Aschaffenburg"
"Sommerkahl","BY","Bayern","Aschaffenburg"
"Westerngrund","BY","Bayern","Aschaffenburg"
"Wiesen","BY","Bayern","Aschaffenburg"
"Forst Hain i.Spessart","BY","Bayern","Aschaffenburg"
"Heinrichsthaler Forst","BY","Bayern","Aschaffenburg"
"Rohrbrunner Forst","BY","Bayern","Aschaffenburg"
"Rothenbucher Forst","BY","Bayern","Aschaffenburg"
"Sailaufer Forst","BY","Bayern","Aschaffenburg"
"Schöllkrippener Forst","BY","Bayern","Aschaffenburg"
"Waldaschaffer Forst","BY","Bayern","Aschaffenburg"
"Wiesener Forst","BY","Bayern","Aschaffenburg"
"Bad Bocklet","BY","Bayern","Bad Kissingen"
"Bad Brückenau","BY","Bayern","Bad Kissingen"
"Bad Kissingen","BY","Bayern","Bad Kissingen"
"Burkardroth","BY","Bayern","Bad Kissingen"
"Hammelburg","BY","Bayern","Bad Kissingen"
"Motten","BY","Bayern","Bad Kissingen"
"Münnerstadt","BY","Bayern","Bad Kissingen"
"Nüdlingen","BY","Bayern","Bad Kissingen"
"Oberthulba","BY","Bayern","Bad Kissingen"
"Oerlenbach","BY","Bayern","Bad Kissingen"
"Wartmannsroth","BY","Bayern","Bad Kissingen"
"Wildflecken","BY","Bayern","Bad Kissingen"
"Zeitlofs","BY","Bayern","Bad Kissingen"
"Geroda","BY","Bayern","Bad Kissingen"
"Oberleichtersbach","BY","Bayern","Bad Kissingen"
"Riedenberg","BY","Bayern","Bad Kissingen"
"Schondra","BY","Bayern","Bad Kissingen"
"Elfershausen","BY","Bayern","Bad Kissingen"
"Fuchsstadt","BY","Bayern","Bad Kissingen"
"Aura a.d.Saale","BY","Bayern","Bad Kissingen"
"Euerdorf","BY","Bayern","Bad Kissingen"
"Ramsthal","BY","Bayern","Bad Kissingen"
"Sulzthal","BY","Bayern","Bad Kissingen"
"Maßbach","BY","Bayern","Bad Kissingen"
"Rannungen","BY","Bayern","Bad Kissingen"
"Thundorf i.UFr.","BY","Bayern","Bad Kissingen"
"Dreistelzer Forst","BY","Bayern","Bad Kissingen"
"Forst Detter-Süd","BY","Bayern","Bad Kissingen"
"Geiersnest-Ost","BY","Bayern","Bad Kissingen"
"Geiersnest-West","BY","Bayern","Bad Kissingen"
"Kälberberg","BY","Bayern","Bad Kissingen"
"Mottener Forst-Süd","BY","Bayern","Bad Kissingen"
"Neuwirtshauser Forst","BY","Bayern","Bad Kissingen"
"Omerz u. Roter Berg","BY","Bayern","Bad Kissingen"
"Römershager Forst-Nord","BY","Bayern","Bad Kissingen"
"Römershager Forst-Ost","BY","Bayern","Bad Kissingen"
"Roßbacher Forst","BY","Bayern","Bad Kissingen"
"Waldfensterer Forst","BY","Bayern","Bad Kissingen"
"Bad Neustadt a.d.Saale","BY","Bayern","Rhön-Grabfeld"
"Bischofsheim i.d.Rhön","BY","Bayern","Rhön-Grabfeld"
"Bad Königshofen i.Grabfeld","BY","Bayern","Rhön-Grabfeld"
"Oberelsbach","BY","Bayern","Rhön-Grabfeld"
"Sandberg","BY","Bayern","Rhön-Grabfeld"
"Bastheim","BY","Bayern","Rhön-Grabfeld"
"Hendungen","BY","Bayern","Rhön-Grabfeld"
"Mellrichstadt","BY","Bayern","Rhön-Grabfeld"
"Oberstreu","BY","Bayern","Rhön-Grabfeld"
"Stockheim","BY","Bayern","Rhön-Grabfeld"
"Aubstadt","BY","Bayern","Rhön-Grabfeld"
"Großbardorf","BY","Bayern","Rhön-Grabfeld"
"Herbstadt","BY","Bayern","Rhön-Grabfeld"
"Höchheim","BY","Bayern","Rhön-Grabfeld"
"Sulzdorf a.d.Lederhecke","BY","Bayern","Rhön-Grabfeld"
"Sulzfeld","BY","Bayern","Rhön-Grabfeld"
"Trappstadt","BY","Bayern","Rhön-Grabfeld"
"Hohenroth","BY","Bayern","Rhön-Grabfeld"
"Niederlauer","BY","Bayern","Rhön-Grabfeld"
"Rödelmaier","BY","Bayern","Rhön-Grabfeld"
"Salz","BY","Bayern","Rhön-Grabfeld"
"Schönau a.d.Brend","BY","Bayern","Rhön-Grabfeld"
"Strahlungen","BY","Bayern","Rhön-Grabfeld"
"Burglauer","BY","Bayern","Rhön-Grabfeld"
"Fladungen","BY","Bayern","Rhön-Grabfeld"
"Hausen","BY","Bayern","Rhön-Grabfeld"
"Nordheim v.d.Rhön","BY","Bayern","Rhön-Grabfeld"
"Heustreu","BY","Bayern","Rhön-Grabfeld"
"Hollstadt","BY","Bayern","Rhön-Grabfeld"
"Unsleben","BY","Bayern","Rhön-Grabfeld"
"Wollbach","BY","Bayern","Rhön-Grabfeld"
"Ostheim v.d.Rhön","BY","Bayern","Rhön-Grabfeld"
"Sondheim v.d.Rhön","BY","Bayern","Rhön-Grabfeld"
"Willmars","BY","Bayern","Rhön-Grabfeld"
"Großeibstadt","BY","Bayern","Rhön-Grabfeld"
"Saal a.d.Saale","BY","Bayern","Rhön-Grabfeld"
"Wülfershausen a.d.Saale","BY","Bayern","Rhön-Grabfeld"
"Bundorfer Forst","BY","Bayern","Rhön-Grabfeld"
"Burgwallbacher Forst","BY","Bayern","Rhön-Grabfeld"
"Forst Schmalwasser-Nord","BY","Bayern","Rhön-Grabfeld"
"Forst Schmalwasser-Süd","BY","Bayern","Rhön-Grabfeld"
"Mellrichstadter Forst","BY","Bayern","Rhön-Grabfeld"
"Steinacher Forst r.d.Saale","BY","Bayern","Rhön-Grabfeld"
"Sulzfelder Forst","BY","Bayern","Rhön-Grabfeld"
"Weigler","BY","Bayern","Rhön-Grabfeld"
"Eltmann","BY","Bayern","Haßberge"
"Haßfurt","BY","Bayern","Haßberge"
"Oberaurach","BY","Bayern","Haßberge"
"Knetzgau","BY","Bayern","Haßberge"
"Königsberg i.Bay.","BY","Bayern","Haßberge"
"Maroldsweisach","BY","Bayern","Haßberge"
"Rauhenebrach","BY","Bayern","Haßberge"
"Sand a.Main","BY","Bayern","Haßberge"
"Untermerzbach","BY","Bayern","Haßberge"
"Zeil a.Main","BY","Bayern","Haßberge"
"Breitbrunn","BY","Bayern","Haßberge"
"Ebelsbach","BY","Bayern","Haßberge"
"Kirchlauter","BY","Bayern","Haßberge"
"Stettfeld","BY","Bayern","Haßberge"
"Ebern","BY","Bayern","Haßberge"
"Pfarrweisach","BY","Bayern","Haßberge"
"Rentweinsdorf","BY","Bayern","Haßberge"
"Aidhausen","BY","Bayern","Haßberge"
"Bundorf","BY","Bayern","Haßberge"
"Burgpreppach","BY","Bayern","Haßberge"
"Hofheim i.UFr.","BY","Bayern","Haßberge"
"Riedbach","BY","Bayern","Haßberge"
"Ermershausen","BY","Bayern","Haßberge"
"Gädheim","BY","Bayern","Haßberge"
"Theres","BY","Bayern","Haßberge"
"Wonfurt","BY","Bayern","Haßberge"
"Dettelbach","BY","Bayern","Kitzingen"
"Geiselwind","BY","Bayern","Kitzingen"
"Kitzingen","BY","Bayern","Kitzingen"
"Mainbernheim","BY","Bayern","Kitzingen"
"Prichsenstadt","BY","Bayern","Kitzingen"
"Schwarzach a.Main","BY","Bayern","Kitzingen"
"Abtswind","BY","Bayern","Kitzingen"
"Castell","BY","Bayern","Kitzingen"
"Rüdenhausen","BY","Bayern","Kitzingen"
"Wiesentheid","BY","Bayern","Kitzingen"
"Großlangheim","BY","Bayern","Kitzingen"
"Kleinlangheim","BY","Bayern","Kitzingen"
"Wiesenbronn","BY","Bayern","Kitzingen"
"Iphofen","BY","Bayern","Kitzingen"
"Markt Einersheim","BY","Bayern","Kitzingen"
"Rödelsee","BY","Bayern","Kitzingen"
"Willanzheim","BY","Bayern","Kitzingen"
"Albertshofen","BY","Bayern","Kitzingen"
"Biebelried","BY","Bayern","Kitzingen"
"Buchbrunn","BY","Bayern","Kitzingen"
"Mainstockheim","BY","Bayern","Kitzingen"
"Sulzfeld a.Main","BY","Bayern","Kitzingen"
"Marktbreit","BY","Bayern","Kitzingen"
"Marktsteft","BY","Bayern","Kitzingen"
"Martinsheim","BY","Bayern","Kitzingen"
"Obernbreit","BY","Bayern","Kitzingen"
"Segnitz","BY","Bayern","Kitzingen"
"Seinsheim","BY","Bayern","Kitzingen"
"Nordheim a.Main","BY","Bayern","Kitzingen"
"Sommerach","BY","Bayern","Kitzingen"
"Volkach","BY","Bayern","Kitzingen"
"Amorbach","BY","Bayern","Miltenberg"
"Collenberg","BY","Bayern","Miltenberg"
"Dorfprozelten","BY","Bayern","Miltenberg"
"Eichenbühl","BY","Bayern","Miltenberg"
"Elsenfeld","BY","Bayern","Miltenberg"
"Erlenbach a.Main","BY","Bayern","Miltenberg"
"Eschau","BY","Bayern","Miltenberg"
"Faulbach","BY","Bayern","Miltenberg"
"Großheubach","BY","Bayern","Miltenberg"
"Großwallstadt","BY","Bayern","Miltenberg"
"Kirchzell","BY","Bayern","Miltenberg"
"Klingenberg a.Main","BY","Bayern","Miltenberg"
"Leidersbach","BY","Bayern","Miltenberg"
"Miltenberg","BY","Bayern","Miltenberg"
"Mömlingen","BY","Bayern","Miltenberg"
"Niedernberg","BY","Bayern","Miltenberg"
"Obernburg a.Main","BY","Bayern","Miltenberg"
"Schneeberg","BY","Bayern","Miltenberg"
"Sulzbach a.Main","BY","Bayern","Miltenberg"
"Weilbach","BY","Bayern","Miltenberg"
"Wörth a.Main","BY","Bayern","Miltenberg"
"Bürgstadt","BY","Bayern","Miltenberg"
"Neunkirchen","BY","Bayern","Miltenberg"
"Kleinheubach","BY","Bayern","Miltenberg"
"Laudenbach","BY","Bayern","Miltenberg"
"Rüdenau","BY","Bayern","Miltenberg"
"Hausen","BY","Bayern","Miltenberg"
"Kleinwallstadt","BY","Bayern","Miltenberg"
"Mönchberg","BY","Bayern","Miltenberg"
"Röllbach","BY","Bayern","Miltenberg"
"Altenbuch","BY","Bayern","Miltenberg"
"Stadtprozelten","BY","Bayern","Miltenberg"
"Forstwald","BY","Bayern","Miltenberg"
"Hohe Wart","BY","Bayern","Miltenberg"
"Arnstein","BY","Bayern","Main-Spessart"
"Eußenheim","BY","Bayern","Main-Spessart"
"Frammersbach","BY","Bayern","Main-Spessart"
"Gemünden a.Main","BY","Bayern","Main-Spessart"
"Karlstadt","BY","Bayern","Main-Spessart"
"Triefenstein","BY","Bayern","Main-Spessart"
"Lohr a.Main","BY","Bayern","Main-Spessart"
"Marktheidenfeld","BY","Bayern","Main-Spessart"
"Rieneck","BY","Bayern","Main-Spessart"
"Hasloch","BY","Bayern","Main-Spessart"
"Kreuzwertheim","BY","Bayern","Main-Spessart"
"Schollbrunn","BY","Bayern","Main-Spessart"
"Birkenfeld","BY","Bayern","Main-Spessart"
"Bischbrunn","BY","Bayern","Main-Spessart"
"Erlenbach b.Marktheidenfeld","BY","Bayern","Main-Spessart"
"Esselbach","BY","Bayern","Main-Spessart"
"Hafenlohr","BY","Bayern","Main-Spessart"
"Karbach","BY","Bayern","Main-Spessart"
"Roden","BY","Bayern","Main-Spessart"
"Rothenfels","BY","Bayern","Main-Spessart"
"Urspringen","BY","Bayern","Main-Spessart"
"Aura i.Sinngrund","BY","Bayern","Main-Spessart"
"Burgsinn","BY","Bayern","Main-Spessart"
"Fellen","BY","Bayern","Main-Spessart"
"Mittelsinn","BY","Bayern","Main-Spessart"
"Obersinn","BY","Bayern","Main-Spessart"
"Gössenheim","BY","Bayern","Main-Spessart"
"Gräfendorf","BY","Bayern","Main-Spessart"
"Karsbach","BY","Bayern","Main-Spessart"
"Neuendorf","BY","Bayern","Main-Spessart"
"Neustadt a.Main","BY","Bayern","Main-Spessart"
"Rechtenbach","BY","Bayern","Main-Spessart"
"Steinfeld","BY","Bayern","Main-Spessart"
"Himmelstadt","BY","Bayern","Main-Spessart"
"Retzstadt","BY","Bayern","Main-Spessart"
"Thüngen","BY","Bayern","Main-Spessart"
"Zellingen","BY","Bayern","Main-Spessart"
"Neuhütten","BY","Bayern","Main-Spessart"
"Partenstein","BY","Bayern","Main-Spessart"
"Wiesthal","BY","Bayern","Main-Spessart"
"Burgjoß","BY","Bayern","Main-Spessart"
"Forst Aura","BY","Bayern","Main-Spessart"
"Forst Lohrerstraße","BY","Bayern","Main-Spessart"
"Frammersbacher Forst","BY","Bayern","Main-Spessart"
"Fürstl. Löwenstein'scher Park","BY","Bayern","Main-Spessart"
"Haurain","BY","Bayern","Main-Spessart"
"Herrnwald","BY","Bayern","Main-Spessart"
"Langenprozeltener Forst","BY","Bayern","Main-Spessart"
"Partensteiner Forst","BY","Bayern","Main-Spessart"
"Ruppertshüttener Forst","BY","Bayern","Main-Spessart"
"Bergrheinfeld","BY","Bayern","Schweinfurt"
"Dittelbrunn","BY","Bayern","Schweinfurt"
"Euerbach","BY","Bayern","Schweinfurt"
"Geldersheim","BY","Bayern","Schweinfurt"
"Gochsheim","BY","Bayern","Schweinfurt"
"Grafenrheinfeld","BY","Bayern","Schweinfurt"
"Grettstadt","BY","Bayern","Schweinfurt"
"Kolitzheim","BY","Bayern","Schweinfurt"
"Niederwerrn","BY","Bayern","Schweinfurt"
"Poppenhausen","BY","Bayern","Schweinfurt"
"Röthlein","BY","Bayern","Schweinfurt"
"Schonungen","BY","Bayern","Schweinfurt"
"Schwebheim","BY","Bayern","Schweinfurt"
"Sennfeld","BY","Bayern","Schweinfurt"
"Stadtlauringen","BY","Bayern","Schweinfurt"
"Üchtelhausen","BY","Bayern","Schweinfurt"
"Waigolshausen","BY","Bayern","Schweinfurt"
"Wasserlosen","BY","Bayern","Schweinfurt"
"Werneck","BY","Bayern","Schweinfurt"
"Dingolshausen","BY","Bayern","Schweinfurt"
"Donnersdorf","BY","Bayern","Schweinfurt"
"Frankenwinheim","BY","Bayern","Schweinfurt"
"Gerolzhofen","BY","Bayern","Schweinfurt"
"Lülsfeld","BY","Bayern","Schweinfurt"
"Michelau i.Steigerwald","BY","Bayern","Schweinfurt"
"Oberschwarzach","BY","Bayern","Schweinfurt"
"Sulzheim","BY","Bayern","Schweinfurt"
"Schwanfeld","BY","Bayern","Schweinfurt"
"Wipfeld","BY","Bayern","Schweinfurt"
"Bürgerwald","BY","Bayern","Schweinfurt"
"Geiersberg","BY","Bayern","Schweinfurt"
"Hundelshausen","BY","Bayern","Schweinfurt"
"Nonnenkloster","BY","Bayern","Schweinfurt"
"Stollbergerforst","BY","Bayern","Schweinfurt"
"Vollburg","BY","Bayern","Schweinfurt"
"Wustvieler Forst","BY","Bayern","Schweinfurt"
"Eisingen","BY","Bayern","Würzburg"
"Gaukönigshofen","BY","Bayern","Würzburg"
"Gerbrunn","BY","Bayern","Würzburg"
"Güntersleben","BY","Bayern","Würzburg"
"Hausen b.Würzburg","BY","Bayern","Würzburg"
"Höchberg","BY","Bayern","Würzburg"
"Kleinrinderfeld","BY","Bayern","Würzburg"
"Kürnach","BY","Bayern","Würzburg"
"Neubrunn","BY","Bayern","Würzburg"
"Ochsenfurt","BY","Bayern","Würzburg"
"Randersacker","BY","Bayern","Würzburg"
"Reichenberg","BY","Bayern","Würzburg"
"Rimpar","BY","Bayern","Würzburg"
"Rottendorf","BY","Bayern","Würzburg"
"Theilheim","BY","Bayern","Würzburg"
"Thüngersheim","BY","Bayern","Würzburg"
"Leinach","BY","Bayern","Würzburg"
"Unterpleichfeld","BY","Bayern","Würzburg"
"Veitshöchheim","BY","Bayern","Würzburg"
"Waldbrunn","BY","Bayern","Würzburg"
"Waldbüttelbrunn","BY","Bayern","Würzburg"
"Zell a.Main","BY","Bayern","Würzburg"
"Aub","BY","Bayern","Würzburg"
"Gelchsheim","BY","Bayern","Würzburg"
"Sonderhofen","BY","Bayern","Würzburg"
"Bergtheim","BY","Bayern","Würzburg"
"Oberpleichfeld","BY","Bayern","Würzburg"
"Eibelstadt","BY","Bayern","Würzburg"
"Frickenhausen a.Main","BY","Bayern","Würzburg"
"Sommerhausen","BY","Bayern","Würzburg"
"Winterhausen","BY","Bayern","Würzburg"
"Estenfeld","BY","Bayern","Würzburg"
"Eisenheim","BY","Bayern","Würzburg"
"Prosselsheim","BY","Bayern","Würzburg"
"Bütthard","BY","Bayern","Würzburg"
"Giebelstadt","BY","Bayern","Würzburg"
"Helmstadt","BY","Bayern","Würzburg"
"Holzkirchen","BY","Bayern","Würzburg"
"Remlingen","BY","Bayern","Würzburg"
"Uettingen","BY","Bayern","Würzburg"
"Geroldshausen","BY","Bayern","Würzburg"
"Kirchheim","BY","Bayern","Würzburg"
"Kist","BY","Bayern","Würzburg"
"Altertheim","BY","Bayern","Würzburg"
"Erlabrunn","BY","Bayern","Würzburg"
"Margetshöchheim","BY","Bayern","Würzburg"
"Bieberehren","BY","Bayern","Würzburg"
"Riedenheim","BY","Bayern","Würzburg"
"Röttingen","BY","Bayern","Würzburg"
"Tauberrettersheim","BY","Bayern","Würzburg"
